Calendar Month,MaterialNumber,ProductFamily,Market Share %,Number of Competitirs,WAC Price
4/1/2018,57338,59,33,6,100
4/1/2018,46409,61,14,12,371.09
4/1/2018,42410,61,10,12,439.38
4/1/2018,55986,1009,24,6,96.88
4/1/2018,65242,714,100,NULL,198.34
4/1/2018,65243,714,100,NULL,360.64
4/1/2018,42418,67,36,10,425.3
4/1/2018,42420,67,44,14,425.3
4/1/2018,42422,67,49,12,479.3
4/1/2018,42424,67,44,9,480.1
4/1/2018,52592,391,3,15,29.38
4/1/2018,52593,391,0,18,14.73
4/1/2018,52594,391,1,18,14.73
4/1/2018,63300,547,16,10,33
4/1/2018,51451,512,21,3,85.59
4/1/2018,42433,72,30,3,107.78
4/1/2018,42435,72,26,5,129.34
4/1/2018,42613,72,15,3,105.9
4/1/2018,42615,72,66,3,112.5
4/1/2018,51552,404,2,13,73.8
4/1/2018,54145,353,7,5,10.95
4/1/2018,54146,353,5,5,15.95
4/1/2018,54147,353,5,7,34.95
4/1/2018,53148,74,27,4,498.15
4/1/2018,53151,74,39,4,56.46
4/1/2018,65959,405,9,1,261.26
4/1/2018,65960,405,7,1,379.62
4/1/2018,65961,405,5,1,516.86
4/1/2018,42447,87,58,2,60
4/1/2018,42443,87,56,1,50
4/1/2018,42445,87,54,2,55
4/1/2018,42655,90,0,19,73.8
4/1/2018,42658,90,0,19,144
4/1/2018,42661,90,0,15,95
4/1/2018,47715,90,0,15,324.6
4/1/2018,47719,90,2,14,391.85
4/1/2018,46929,311,5,5,137.48
4/1/2018,46808,311,6,7,137.48
4/1/2018,46922,311,10,6,137.48
4/1/2018,64143,518,0,3,38.52
4/1/2018,64142,518,1,3,7.71
4/1/2018,64141,518,1,3,77.03
4/1/2018,42588,218,47,8,30.5
4/1/2018,42585,218,51,9,21.75
4/1/2018,60388,221,0,6,
4/1/2018,60335,545,9,3,82.55
4/1/2018,60336,545,0,2,
4/1/2018,60337,545,9,2,82.55
4/1/2018,49206,996,61,6,135.75
4/1/2018,49218,996,66,5,136.7
4/1/2018,49572,497,43,4,85
4/1/2018,63307,497,28,3,240
4/1/2018,63479,415,19,9,1114.15
4/1/2018,61086,415,19,8,1368.26
4/1/2018,63896,335,0,8,30.06
4/1/2018,63895,335,1,8,14.54
4/1/2018,44584,107,11,5,64.12
4/1/2018,54101,424,44,3,703.03
4/1/2018,54107,424,37,8,225
4/1/2018,54112,424,19,6,225
4/1/2018,45531,240,40,1,151.87
4/1/2018,45534,240,42,1,157.95
4/1/2018,55984,427,89,2,11
4/1/2018,56008,313,4,8,44.47
4/1/2018,59428,313,3,7,66.77
4/1/2018,57787,1007,14,4,60
4/1/2018,61100,1007,19,9,30
4/1/2018,63982,507,0,11,
4/1/2018,42620,117,1,16,37.15
4/1/2018,45547,127,0,15,
4/1/2018,46313,127,2,8,22.45
4/1/2018,45709,274,0,7,208.92
4/1/2018,45720,274,0,8,74.48
4/1/2018,45726,274,0,10,122.55
4/1/2018,47251,234,9,8,296.67
4/1/2018,47254,234,7,8,375
4/1/2018,47257,234,11,6,425
4/1/2018,47059,318,12,14,47.7
4/1/2018,47065,318,18,14,60
4/1/2018,47808,295,40,3,120
4/1/2018,50998,441,14,4,66.94
4/1/2018,51796,358,58,4,438.6
4/1/2018,51795,358,61,5,877.2
4/1/2018,44968,152,60,3,130
4/1/2018,59480,322,16,11,558.33
4/1/2018,59483,322,16,9,833.33
4/1/2018,59486,322,17,10,333.33
4/1/2018,59489,322,18,9,1125
4/1/2018,59492,322,19,11,358.33
4/1/2018,59495,322,17,7,450
4/1/2018,60648,322,10,10,37.71
4/1/2018,60649,322,9,10,55.61
4/1/2018,60650,322,10,9,73.52
4/1/2018,60651,322,6,10,25.67
4/1/2018,55624,348,29,2,216.69
4/1/2018,48740,348,26,7,39.54
4/1/2018,53212,348,17,3,26.91
4/1/2018,44058,153,6,8,65.83
4/1/2018,61217,153,10,18,155.88
4/1/2018,44060,153,9,17,57.76
4/1/2018,64640,293,8,7,11.5
4/1/2018,64049,455,4,14,100
4/1/2018,64047,455,0,13,50
4/1/2018,58679,159,100,NULL,336.88
4/1/2018,57553,159,25,3,63
4/1/2018,57554,159,26,4,66
4/1/2018,42465,159,21,8,192.67
4/1/2018,42470,161,99,1,133.38
4/1/2018,48698,574,13,1,117.38
4/1/2018,66346,638,6,4,24.75
4/1/2018,66345,638,9,4,24.75
4/1/2018,44035,167,22,12,23.15
4/1/2018,44038,167,14,14,23.52
4/1/2018,44042,167,23,14,34.52
4/1/2018,46126,167,41,9,34.52
4/1/2018,58583,465,1,15,318.5
4/1/2018,58584,465,1,17,60.11
4/1/2018,58578,465,1,16,180
4/1/2018,60157,465,0,14,47.28
4/1/2018,60288,465,0,13,92.61
4/1/2018,58581,465,1,14,305.1
4/1/2018,60394,468,36,5,158.41
4/1/2018,54880,469,54,5,560.15
4/1/2018,60119,469,1,6,45.2
4/1/2018,65160,475,21,12,32.93
4/1/2018,65161,475,16,12,32.93
4/1/2018,65162,475,17,10,10.91
4/1/2018,65159,475,22,13,32.93
4/1/2018,42482,179,74,1,1639.93
4/1/2018,42484,179,37,1,662.03
4/1/2018,55972,258,0,13,
4/1/2018,42577,182,64,7,64.53
4/1/2018,42579,182,62,5,80.69
4/1/2018,42573,182,54,2,65.88
4/1/2018,42575,182,54,8,48.37
4/1/2018,61572,201,22,6,128.94
4/1/2018,49086,269,22,1,244.03
4/1/2018,49087,269,79,1,309.32
4/1/2018,49088,269,70,1,463.94
4/1/2018,45316,269,9,9,24.99
4/1/2018,45320,269,9,12,30.49
4/1/2018,61084,1068,18,3,125.28
4/1/2018,51328,203,14,8,57.95
4/1/2018,51330,203,4,7,171
4/1/2018,51331,203,41,2,325.71
4/1/2018,51333,203,20,7,30.4
4/1/2018,55784,520,43,6,47.61
4/1/2018,46834,309,11,11,80
4/1/2018,46814,309,12,11,80
4/1/2018,46815,309,17,11,90
4/1/2018,46816,309,17,11,90
4/1/2018,62253,492,2,9,
5/1/2018,57975,365,31,8,150
5/1/2018,49048,998,2,4,150
5/1/2018,42518,4,36,10,18
5/1/2018,42374,4,0,13,176.5
5/1/2018,42376,4,1,10,151.25
5/1/2018,51012,368,3,8,35
5/1/2018,65569,1057,1,7,47.04
5/1/2018,65571,1057,1,7,59.42
5/1/2018,65568,1057,1,7,47.04
5/1/2018,65570,1057,2,7,59.42
5/1/2018,52727,371,2,10,38.99
5/1/2018,60820,373,27,2,848.06
5/1/2018,52612,373,2,18,44.6
5/1/2018,54073,373,3,16,1486.67
5/1/2018,54071,373,2,15,1681.67
5/1/2018,53003,373,2,16,1486.67
5/1/2018,52610,373,3,15,50.45
5/1/2018,54050,373,2,15,1486.67
5/1/2018,54127,320,36,16,19.06
5/1/2018,54134,320,34,15,27.13
5/1/2018,54141,320,29,16,27.13
5/1/2018,54121,320,41,16,27.13
5/1/2018,48009,355,33,7,43.5
5/1/2018,56784,355,30,2,111.38
5/1/2018,49288,355,40,2,50
5/1/2018,52035,238,0,8,
5/1/2018,56628,238,3,4,72.9
5/1/2018,47723,333,80,3,200
5/1/2018,46384,553,23,3,89.47
5/1/2018,46385,553,48,3,89.47
5/1/2018,46386,553,46,3,89.47
5/1/2018,46387,553,55,2,89.47
5/1/2018,63318,513,5,4,4400
5/1/2018,56448,1051,2,2,
5/1/2018,64799,228,45,3,13.75
5/1/2018,42591,217,65,5,71.34
5/1/2018,42589,217,67,6,53.48
5/1/2018,43658,83,34,2,56.4
5/1/2018,46108,229,70,1,74.87
5/1/2018,50589,28,32,2,178.74
5/1/2018,50595,28,21,2,178.74
5/1/2018,54170,28,20,2,178.74
5/1/2018,42625,28,23,9,1279.3
5/1/2018,58806,29,38,1,237.82
5/1/2018,58807,29,33,1,237.82
5/1/2018,58878,29,33,1,237.82
5/1/2018,58879,29,37,1,237.82
5/1/2018,65048,330,8,6,120
5/1/2018,65050,330,3,9,35.73
5/1/2018,65052,381,26,3,71.2
5/1/2018,65055,381,9,3,141.3
5/1/2018,47852,354,20,3,
5/1/2018,47805,354,2,4,175.99
5/1/2018,47854,354,15,4,312.74
5/1/2018,65059,329,1,9,35
5/1/2018,65060,329,7,6,2.25
5/1/2018,65064,329,8,8,60
5/1/2018,65065,329,6,7,3.65
5/1/2018,61587,562,33,16,300
5/1/2018,61590,562,19,17,400
5/1/2018,61592,562,22,10,20
5/1/2018,49216,34,0,14,13.3
5/1/2018,45430,287,1,5,21.9
5/1/2018,45429,287,2,5,21.9
5/1/2018,66492,1149,1,5,1900
5/1/2018,61457,232,59,15,60
5/1/2018,42403,53,42,4,335.32
5/1/2018,42401,53,30,4,84.01
5/1/2018,46256,57,21,7,104.88
5/1/2018,46308,57,31,7,117.75
5/1/2018,57338,59,26,8,100
5/1/2018,46409,61,16,12,371.09
5/1/2018,42410,61,11,12,439.38
5/1/2018,55986,1009,18,6,96.88
5/1/2018,65242,714,100,NULL,198.34
5/1/2018,65243,714,100,NULL,360.64
5/1/2018,42418,67,36,10,425.3
5/1/2018,42420,67,42,13,425.3
5/1/2018,42422,67,44,13,479.3
5/1/2018,42424,67,45,10,480.1
5/1/2018,52592,391,2,15,29.38
5/1/2018,52593,391,0,18,14.73
5/1/2018,52594,391,1,18,14.73
5/1/2018,63300,547,13,10,33
5/1/2018,45912,70,0,3,
5/1/2018,51451,512,18,3,85.59
5/1/2018,42433,72,29,3,107.78
5/1/2018,42435,72,25,4,129.34
5/1/2018,42613,72,18,3,105.9
5/1/2018,42615,72,43,3,112.5
5/1/2018,51552,404,3,13,73.8
5/1/2018,54145,353,9,5,10.95
5/1/2018,54146,353,5,5,15.95
5/1/2018,54147,353,4,7,34.95
5/1/2018,53148,74,20,4,498.15
5/1/2018,53151,74,43,4,56.46
5/1/2018,65959,405,28,1,261.26
5/1/2018,65960,405,21,1,379.62
5/1/2018,65961,405,29,1,516.86
5/1/2018,42447,87,59,2,60
5/1/2018,42443,87,59,1,50
5/1/2018,42445,87,54,2,55
5/1/2018,42655,90,0,18,73.8
5/1/2018,42658,90,0,22,144
5/1/2018,42660,90,0,16,22
5/1/2018,47715,90,0,15,324.6
5/1/2018,47719,90,1,14,391.85
5/1/2018,46929,311,8,5,137.48
5/1/2018,46808,311,6,7,137.48
5/1/2018,46922,311,7,6,137.48
5/1/2018,64143,518,1,3,38.52
5/1/2018,64142,518,1,3,7.71
5/1/2018,64141,518,1,3,77.03
5/1/2018,42588,218,54,7,30.5
5/1/2018,42585,218,59,9,21.75
5/1/2018,60335,545,5,3,82.55
5/1/2018,60336,545,1,2,
5/1/2018,60337,545,3,2,82.55
5/1/2018,49206,996,57,6,135.75
5/1/2018,49218,996,62,5,136.7
5/1/2018,49572,497,41,4,85
5/1/2018,63307,497,31,3,240
5/1/2018,63479,415,17,8,1114.15
5/1/2018,61086,415,19,8,1368.26
5/1/2018,63896,335,0,9,30.06
5/1/2018,63895,335,1,9,14.54
5/1/2018,44584,107,19,5,64.12
5/1/2018,54101,424,45,3,703.03
5/1/2018,54107,424,38,8,225
5/1/2018,54112,424,45,6,225
5/1/2018,45531,240,43,1,151.87
5/1/2018,45534,240,46,1,157.95
5/1/2018,55984,427,92,2,11
5/1/2018,56008,313,3,8,44.47
5/1/2018,59428,313,3,8,66.77
5/1/2018,57787,1007,12,4,60
5/1/2018,61100,1007,8,9,30
5/1/2018,63982,507,0,12,
5/1/2018,42620,117,1,16,37.15
5/1/2018,45547,127,0,16,
5/1/2018,46313,127,2,8,22.45
5/1/2018,45709,274,0,7,208.92
5/1/2018,45720,274,0,8,74.48
5/1/2018,45726,274,0,10,122.55
5/1/2018,47251,234,9,8,296.67
5/1/2018,47254,234,7,8,375
5/1/2018,47257,234,8,6,425
5/1/2018,47059,318,21,14,47.7
5/1/2018,47065,318,25,13,60
5/1/2018,47808,295,39,3,120
5/1/2018,50998,441,16,5,66.94
5/1/2018,51796,358,49,4,438.6
5/1/2018,51795,358,59,5,877.2
5/1/2018,44968,152,58,3,130
5/1/2018,59480,322,18,11,558.33
5/1/2018,59483,322,19,9,833.33
5/1/2018,59486,322,20,9,333.33
5/1/2018,59489,322,18,9,1125
5/1/2018,59492,322,19,11,358.33
5/1/2018,59495,322,18,7,450
5/1/2018,60648,322,13,10,37.71
5/1/2018,60649,322,12,10,55.61
5/1/2018,60650,322,13,9,73.52
5/1/2018,60651,322,6,11,25.67
5/1/2018,55624,348,25,2,216.69
5/1/2018,48740,348,26,6,39.54
5/1/2018,53212,348,16,3,26.91
5/1/2018,44058,153,5,8,65.83
5/1/2018,61217,153,43,18,155.88
5/1/2018,44060,153,6,17,57.76
5/1/2018,64640,293,9,7,11.5
5/1/2018,64049,455,4,15,100
5/1/2018,64047,455,1,13,50
5/1/2018,58679,159,100,NULL,336.88
5/1/2018,57553,159,25,3,63
5/1/2018,57554,159,30,3,66
5/1/2018,42465,159,22,7,192.67
5/1/2018,42470,161,99,1,133.38
5/1/2018,48698,574,6,1,117.38
5/1/2018,66346,638,10,4,24.75
5/1/2018,66345,638,8,4,24.75
5/1/2018,44035,167,18,12,23.15
5/1/2018,44038,167,14,15,23.52
5/1/2018,44042,167,22,15,34.52
5/1/2018,46126,167,40,8,34.52
5/1/2018,58583,465,1,15,318.5
5/1/2018,58585,465,1,17,601.1
5/1/2018,58578,465,0,16,180
5/1/2018,60157,465,1,15,47.28
5/1/2018,60288,465,0,13,92.61
5/1/2018,58581,465,1,15,305.1
5/1/2018,60394,468,38,6,158.41
5/1/2018,54880,469,54,5,560.15
5/1/2018,60119,469,2,6,45.2
5/1/2018,65160,475,14,11,32.93
5/1/2018,65161,475,17,12,32.93
5/1/2018,65162,475,7,11,10.91
5/1/2018,65159,475,11,13,32.93
5/1/2018,42482,179,70,1,1639.93
5/1/2018,42484,179,34,1,662.03
5/1/2018,61441,258,0,13,
5/1/2018,42577,182,69,6,64.53
5/1/2018,42579,182,66,5,80.69
5/1/2018,42573,182,42,2,65.88
5/1/2018,42575,182,58,9,48.37
5/1/2018,61572,201,20,6,128.94
5/1/2018,49086,269,19,1,244.03
5/1/2018,49087,269,83,1,309.32
5/1/2018,49088,269,86,1,463.94
5/1/2018,45316,269,11,10,24.99
5/1/2018,45320,269,12,13,30.49
5/1/2018,61084,1068,15,4,125.28
5/1/2018,51328,203,15,8,57.95
5/1/2018,51330,203,13,6,171
5/1/2018,51331,203,40,2,325.71
5/1/2018,51333,203,21,7,30.4
5/1/2018,55784,520,15,6,47.61
5/1/2018,46834,309,12,12,80
5/1/2018,46814,309,13,11,80
5/1/2018,46815,309,16,11,90
5/1/2018,46816,309,17,11,90
5/1/2018,62253,492,3,9,
6/1/2018,57975,365,28,7,150
6/1/2018,49048,998,4,4,150
6/1/2018,42518,4,16,10,18
6/1/2018,42374,4,0,13,176.5
6/1/2018,42376,4,1,10,151.25
6/1/2018,51012,368,3,8,35
6/1/2018,65569,1057,1,7,47.04
6/1/2018,65571,1057,2,7,59.42
6/1/2018,65568,1057,2,7,47.04
6/1/2018,65570,1057,1,7,59.42
6/1/2018,52727,371,2,10,38.99
6/1/2018,60820,373,26,2,848.06
6/1/2018,54077,373,3,17,1486.67
6/1/2018,54073,373,2,15,1486.67
6/1/2018,54071,373,2,15,1681.67
6/1/2018,53003,373,2,16,1486.67
6/1/2018,52610,373,2,15,50.45
6/1/2018,54050,373,1,16,1486.67
6/1/2018,54127,320,35,17,19.06
6/1/2018,54134,320,35,15,27.13
6/1/2018,54141,320,30,16,27.13
6/1/2018,54121,320,33,16,27.13
6/1/2018,48009,355,41,7,43.5
6/1/2018,56784,355,34,2,111.38
6/1/2018,49288,355,38,2,50
6/1/2018,52035,238,0,8,
6/1/2018,56628,238,1,4,72.9
6/1/2018,47723,333,80,4,200
6/1/2018,46384,553,22,3,89.47
6/1/2018,46385,553,70,3,89.47
6/1/2018,46386,553,36,3,89.47
6/1/2018,46387,553,52,2,89.47
6/1/2018,63318,513,6,5,4400
6/1/2018,56448,1051,3,1,
6/1/2018,64799,228,51,3,13.75
6/1/2018,42591,217,65,5,71.34
6/1/2018,42589,217,69,6,53.48
6/1/2018,43658,83,29,2,56.4
6/1/2018,46108,229,68,1,74.87
6/1/2018,50589,28,33,2,178.74
6/1/2018,50595,28,22,2,178.74
6/1/2018,54170,28,12,2,178.74
6/1/2018,42625,28,23,9,1279.3
6/1/2018,58806,29,32,1,237.82
6/1/2018,58807,29,29,1,237.82
6/1/2018,58878,29,29,2,237.82
6/1/2018,58879,29,34,1,237.82
6/1/2018,65048,330,1,6,120
6/1/2018,65050,330,10,8,35.73
6/1/2018,65052,381,31,3,71.2
6/1/2018,65055,381,20,3,141.3
6/1/2018,47852,354,12,3,
6/1/2018,47805,354,2,4,175.99
6/1/2018,47854,354,6,4,312.74
6/1/2018,65059,329,1,9,35
6/1/2018,65060,329,7,6,2.25
6/1/2018,65064,329,7,8,60
6/1/2018,65065,329,7,7,3.65
6/1/2018,61587,562,16,16,300
6/1/2018,61590,562,6,17,400
6/1/2018,61592,562,21,10,20
6/1/2018,49216,34,1,15,13.3
6/1/2018,45430,287,1,5,21.9
6/1/2018,45429,287,2,5,21.9
6/1/2018,66492,1149,15,5,1900
6/1/2018,61457,232,56,14,60
6/1/2018,42403,53,43,4,335.32
6/1/2018,42401,53,31,4,84.01
6/1/2018,46256,57,26,7,104.88
6/1/2018,46308,57,32,7,117.75
6/1/2018,57338,59,39,8,100
6/1/2018,46409,61,19,11,371.09
6/1/2018,42410,61,14,11,439.38
6/1/2018,55986,1009,16,6,96.88
6/1/2018,65242,714,100,NULL,198.34
6/1/2018,65243,714,100,NULL,360.64
6/1/2018,42418,67,33,11,425.3
6/1/2018,42420,67,40,14,425.3
6/1/2018,42422,67,45,13,479.3
6/1/2018,42424,67,49,10,480.1
6/1/2018,52592,391,3,15,29.38
6/1/2018,52593,391,1,18,14.73
6/1/2018,52594,391,0,18,14.73
6/1/2018,63300,547,8,9,33
6/1/2018,51451,512,22,3,85.59
6/1/2018,42433,72,32,3,107.78
6/1/2018,42435,72,24,5,129.34
6/1/2018,42613,72,30,3,105.9
6/1/2018,42615,72,19,3,112.5
6/1/2018,51552,404,2,13,73.8
6/1/2018,54145,353,5,5,10.95
6/1/2018,54146,353,4,5,15.95
6/1/2018,54147,353,3,7,34.95
6/1/2018,53148,74,4,4,498.15
6/1/2018,53151,74,40,4,56.46
6/1/2018,65959,405,36,1,261.26
6/1/2018,65960,405,33,1,379.62
6/1/2018,65961,405,38,1,516.86
6/1/2018,42447,87,64,2,60
6/1/2018,42443,87,60,1,50
6/1/2018,42445,87,57,2,55
6/1/2018,42655,90,0,18,73.8
6/1/2018,42658,90,0,19,144
6/1/2018,42660,90,0,16,22
6/1/2018,47715,90,0,16,324.6
6/1/2018,47719,90,2,16,391.85
6/1/2018,46929,311,5,5,137.48
6/1/2018,46808,311,4,7,137.48
6/1/2018,46922,311,7,6,137.48
6/1/2018,64143,518,1,3,38.52
6/1/2018,64142,518,1,3,7.71
6/1/2018,64141,518,5,3,77.03
6/1/2018,42588,218,68,7,30.5
6/1/2018,42585,218,68,9,21.75
6/1/2018,60388,221,0,6,
6/1/2018,60335,545,5,3,82.55
6/1/2018,60336,545,0,2,
6/1/2018,60337,545,2,2,82.55
6/1/2018,49206,996,66,6,135.75
6/1/2018,49218,996,57,5,136.7
6/1/2018,49572,497,40,4,85
6/1/2018,63307,497,28,3,240
6/1/2018,63479,415,19,8,1114.15
6/1/2018,61086,415,19,7,1368.26
6/1/2018,63896,335,0,9,30.06
6/1/2018,63895,335,0,9,14.54
6/1/2018,44584,107,17,5,64.12
6/1/2018,54101,424,51,3,703.03
6/1/2018,54107,424,38,8,225
6/1/2018,54112,424,39,6,225
6/1/2018,45531,240,43,1,151.87
6/1/2018,45534,240,46,1,157.95
6/1/2018,55984,427,93,2,11
6/1/2018,56008,313,3,7,44.47
6/1/2018,59428,313,2,6,66.77
6/1/2018,57787,1007,2,4,60
6/1/2018,61100,1007,9,10,30
6/1/2018,63982,507,0,12,
6/1/2018,42620,117,1,16,37.15
6/1/2018,45547,127,0,16,
6/1/2018,46313,127,2,8,22.45
6/1/2018,45709,274,7,7,208.92
6/1/2018,45720,274,2,8,74.48
6/1/2018,45726,274,8,9,122.55
6/1/2018,47251,234,9,8,296.67
6/1/2018,47254,234,10,8,375
6/1/2018,47257,234,9,6,425
6/1/2018,47059,318,23,14,47.7
6/1/2018,47065,318,27,14,60
6/1/2018,47808,295,40,3,120
6/1/2018,50998,441,17,6,66.94
6/1/2018,51796,358,55,4,438.6
6/1/2018,51795,358,59,5,877.2
6/1/2018,44968,152,52,3,130
6/1/2018,59480,322,17,11,558.33
6/1/2018,59483,322,18,10,833.33
6/1/2018,59486,322,19,9,333.33
6/1/2018,59489,322,20,9,1125
6/1/2018,59492,322,21,10,358.33
6/1/2018,59495,322,17,7,450
6/1/2018,60648,322,16,10,37.71
6/1/2018,60649,322,12,10,55.61
6/1/2018,60650,322,12,9,73.52
6/1/2018,60651,322,8,10,25.67
6/1/2018,55624,348,24,2,216.69
6/1/2018,48740,348,23,7,39.54
6/1/2018,53212,348,14,3,26.91
6/1/2018,44058,153,5,8,65.83
6/1/2018,61217,153,28,18,155.88
6/1/2018,44060,153,3,17,57.76
6/1/2018,64640,293,7,6,11.5
6/1/2018,64049,455,5,15,100
6/1/2018,64047,455,1,15,50
6/1/2018,58679,159,100,NULL,336.88
6/1/2018,57553,159,21,3,63
6/1/2018,57554,159,44,3,66
6/1/2018,42465,159,20,7,192.67
6/1/2018,42470,161,99,1,133.38
6/1/2018,48698,574,4,1,117.38
6/1/2018,66346,638,8,4,24.75
6/1/2018,66345,638,9,4,24.75
6/1/2018,44035,167,20,12,23.15
6/1/2018,44038,167,14,15,23.52
6/1/2018,44042,167,21,14,34.52
6/1/2018,46126,167,41,8,34.52
6/1/2018,58583,465,1,15,318.5
6/1/2018,58585,465,1,17,601.1
6/1/2018,58578,465,0,16,180
6/1/2018,60157,465,0,14,47.28
6/1/2018,60288,465,0,13,92.61
6/1/2018,58581,465,1,15,305.1
6/1/2018,60394,468,42,6,158.41
6/1/2018,54880,469,63,5,560.15
6/1/2018,60119,469,1,6,45.2
6/1/2018,65160,475,6,11,32.93
6/1/2018,65161,475,13,13,32.93
6/1/2018,65162,475,4,10,10.91
6/1/2018,65159,475,4,12,32.93
6/1/2018,42482,179,65,1,1639.93
6/1/2018,42484,179,39,1,662.03
6/1/2018,55972,258,0,13,
6/1/2018,42577,182,54,7,64.53
6/1/2018,42579,182,64,6,80.69
6/1/2018,42573,182,46,2,65.88
6/1/2018,42575,182,54,8,48.37
6/1/2018,61572,201,21,6,128.94
6/1/2018,49086,269,80,1,244.03
6/1/2018,49087,269,84,1,309.32
6/1/2018,49088,269,85,1,463.94
6/1/2018,45316,269,14,10,24.99
6/1/2018,45320,269,13,12,30.49
6/1/2018,61084,1068,20,3,125.28
6/1/2018,51328,203,17,8,57.95
6/1/2018,51330,203,16,7,171
6/1/2018,51331,203,41,2,325.71
6/1/2018,51333,203,22,7,30.4
6/1/2018,55784,520,11,6,47.61
6/1/2018,46834,309,11,11,80
6/1/2018,46814,309,11,12,80
6/1/2018,46815,309,14,11,90
6/1/2018,46816,309,15,11,90
6/1/2018,62253,492,1,9,
7/1/2018,57975,365,26,7,150
7/1/2018,42518,4,17,10,18
7/1/2018,42374,4,0,14,176.5
7/1/2018,42376,4,1,10,151.25
7/1/2018,51012,368,2,8,35
7/1/2018,65569,1057,3,7,47.04
7/1/2018,65571,1057,2,7,59.42
7/1/2018,65568,1057,3,7,47.04
7/1/2018,65570,1057,2,7,59.42
7/1/2018,52727,371,1,9,38.99
7/1/2018,60820,373,21,2,848.06
7/1/2018,52612,373,2,16,44.6
7/1/2018,54073,373,3,15,1486.67
7/1/2018,54071,373,2,14,1681.67
7/1/2018,53003,373,3,16,1486.67
7/1/2018,52610,373,2,14,50.45
7/1/2018,54050,373,3,15,1486.67
7/1/2018,54127,320,36,17,19.06
7/1/2018,54134,320,36,15,27.13
7/1/2018,54141,320,39,17,27.13
7/1/2018,54121,320,42,15,27.13
7/1/2018,48009,355,42,6,43.5
7/1/2018,56784,355,64,2,111.38
7/1/2018,49288,355,41,2,50
7/1/2018,52035,238,0,8,
7/1/2018,56628,238,1,4,72.9
7/1/2018,47723,333,82,3,200
7/1/2018,46384,553,23,3,89.47
7/1/2018,46385,553,58,3,89.47
7/1/2018,46386,553,26,3,89.47
7/1/2018,46387,553,37,2,89.47
7/1/2018,63318,513,7,5,4400
7/1/2018,64799,228,51,3,13.75
7/1/2018,42591,217,54,5,71.34
7/1/2018,42589,217,54,6,53.48
7/1/2018,43658,83,32,2,56.4
7/1/2018,46108,229,73,1,74.87
7/1/2018,50589,28,33,2,178.74
7/1/2018,50595,28,21,2,178.74
7/1/2018,54170,28,21,2,178.74
7/1/2018,42625,28,22,8,1279.3
7/1/2018,58806,29,35,2,237.82
7/1/2018,58807,29,34,1,237.82
7/1/2018,58878,29,32,1,237.82
7/1/2018,58879,29,35,1,237.82
7/1/2018,65048,330,0,6,120
7/1/2018,65050,330,30,7,35.73
7/1/2018,65052,381,32,3,71.2
7/1/2018,65055,381,32,3,141.3
7/1/2018,47852,354,16,3,
7/1/2018,47805,354,0,4,175.99
7/1/2018,47854,354,6,4,312.74
7/1/2018,65059,329,2,9,35
7/1/2018,65060,329,8,6,2.25
7/1/2018,65064,329,9,8,60
7/1/2018,65065,329,7,7,3.65
7/1/2018,61587,562,2,16,300
7/1/2018,61590,562,2,16,400
7/1/2018,61592,562,23,10,20
7/1/2018,49216,34,1,14,13.3
7/1/2018,45430,287,1,5,21.9
7/1/2018,45429,287,2,5,21.9
7/1/2018,66492,1149,13,5,1900
7/1/2018,61457,232,55,14,60
7/1/2018,42403,53,37,4,335.32
7/1/2018,42401,53,25,4,84.01
7/1/2018,46256,57,32,7,104.88
7/1/2018,46308,57,7,7,117.75
7/1/2018,57338,59,42,8,100
7/1/2018,46409,61,22,11,371.09
7/1/2018,42410,61,16,11,439.38
7/1/2018,55986,1009,15,5,96.88
7/1/2018,65242,714,100,NULL,198.34
7/1/2018,65243,714,100,NULL,360.64
7/1/2018,42418,67,43,11,425.3
7/1/2018,42420,67,43,14,425.3
7/1/2018,42422,67,47,13,479.3
7/1/2018,42424,67,34,9,480.1
7/1/2018,52592,391,2,15,29.38
7/1/2018,52593,391,0,18,14.73
7/1/2018,52594,391,0,18,14.73
7/1/2018,63300,547,5,9,33
7/1/2018,51451,512,15,2,85.59
7/1/2018,42433,72,30,3,107.78
7/1/2018,42435,72,26,5,129.34
7/1/2018,42613,72,22,3,105.9
7/1/2018,42615,72,73,3,112.5
7/1/2018,51552,404,1,13,73.8
7/1/2018,54145,353,5,5,10.95
7/1/2018,54146,353,4,5,15.95
7/1/2018,54147,353,3,7,34.95
7/1/2018,53148,74,4,4,498.15
7/1/2018,53151,74,44,4,56.46
7/1/2018,65959,405,35,1,261.26
7/1/2018,65960,405,32,1,379.62
7/1/2018,65961,405,50,1,516.86
7/1/2018,42447,87,40,2,60
7/1/2018,42443,87,67,1,50
7/1/2018,42445,87,66,2,55
7/1/2018,42655,90,0,18,73.8
7/1/2018,42657,90,0,21,17
7/1/2018,42661,90,0,16,95
7/1/2018,47715,90,0,17,324.6
7/1/2018,47719,90,0,14,391.85
7/1/2018,46929,311,8,5,137.48
7/1/2018,46808,311,5,7,137.48
7/1/2018,46922,311,6,6,137.48
7/1/2018,64143,518,2,3,38.52
7/1/2018,64142,518,1,3,7.71
7/1/2018,64141,518,3,3,77.03
7/1/2018,42588,218,80,7,30.5
7/1/2018,42585,218,76,9,21.75
7/1/2018,60388,221,0,6,
7/1/2018,60335,545,3,3,82.55
7/1/2018,60336,545,0,2,
7/1/2018,60337,545,5,2,82.55
